Date,Close,Volume,Stock
2021-11-27,113.33,13165886,AMGN
2021-11-28,119.0,19008836,AMGN
2021-11-29,121.17,11046615,AMGN
2021-11-30,123.82,15324760,AMGN
2021-12-01,107.47,11817438,AMGN
2021-12-02,106.64,12267672,AMGN
2021-12-03,122.39,10081349,AMGN
2021-12-04,126.79,18597609,AMGN
2021-12-05,114.04,13484509,AMGN
2021-12-06,109.7,16564089,AMGN
2021-12-07,105.09,12986597,AMGN
2021-12-08,114.08,19236704,AMGN
2021-12-09,111.83,19031681,AMGN
2021-12-10,121.81,14387151,AMGN
2021-12-11,112.68,14236927,AMGN
2021-12-12,123.1,17473679,AMGN
2021-12-13,117.03,12769753,AMGN
2021-12-14,123.91,10794957,AMGN
2021-12-15,109.84,18690528,AMGN
2021-12-16,116.13,12411440,AMGN
2021-12-17,119.12,16357324,AMGN
2021-12-18,114.75,18734966,AMGN
2021-12-19,118.0,18513199,AMGN
2021-12-20,114.89,13664051,AMGN
2021-12-21,130.77,17993681,AMGN
2021-12-22,117.13,15428662,AMGN
2021-12-23,111.78,12982592,AMGN
2021-12-24,108.16,18964512,AMGN
2021-12-25,119.68,18110623,AMGN
2021-12-26,120.46,16270623,AMGN
2021-12-27,115.79,11395770,AMGN
2021-12-28,114.11,10996251,AMGN
2021-12-29,108.86,10010198,AMGN
2021-12-30,120.49,19120637,AMGN
2021-12-31,118.7,14682308,AMGN
2022-01-01,129.32,17375916,AMGN
2022-01-02,113.56,13463609,AMGN
2022-01-03,117.32,18923726,AMGN
2022-01-04,128.9,16447559,AMGN
2022-01-05,120.79,16348542,AMGN
2022-01-06,106.42,10399727,AMGN
2022-01-07,134.91,12846819,AMGN
2022-01-08,108.68,18387920,AMGN
2022-01-09,121.39,15900801,AMGN
2022-01-10,106.69,18249791,AMGN
2022-01-11,104.25,15793878,AMGN
2022-01-12,110.23,10590876,AMGN
2022-01-13,105.92,14799268,AMGN
2022-01-14,103.82,19080306,AMGN
2022-01-15,106.56,14551054,AMGN
2022-01-16,115.83,19938490,AMGN
2022-01-17,120.9,13518381,AMGN
2022-01-18,119.36,19646545,AMGN
2022-01-19,118.82,11660182,AMGN
2022-01-20,116.72,14434226,AMGN
2022-01-21,122.54,11214969,AMGN
2022-01-22,113.67,18457496,AMGN
2022-01-23,121.11,17319229,AMGN
2022-01-24,110.51,10802343,AMGN
2022-01-25,121.22,17673257,AMGN
2022-01-26,115.23,16271480,AMGN
2022-01-27,116.59,15408941,AMGN
2022-01-28,108.31,12855289,AMGN
2022-01-29,109.46,18787874,AMGN
2022-01-30,126.54,15307692,AMGN
2022-01-31,128.85,17622732,AMGN
2022-02-01,112.94,16389265,AMGN
2022-02-02,108.36,19017210,AMGN
2022-02-03,109.52,11745680,AMGN
2022-02-04,102.77,17569633,AMGN
2022-02-05,105.22,12629228,AMGN
2022-02-06,117.83,11637041,AMGN
2022-02-07,110.13,19637905,AMGN
2022-02-08,113.98,18189747,AMGN
2022-02-09,113.12,11850680,AMGN
2022-02-10,122.22,13986698,AMGN
2022-02-11,106.43,18644058,AMGN
2022-02-12,130.08,11949889,AMGN
2022-02-13,111.45,12292158,AMGN
2022-02-14,112.98,11301491,AMGN
2022-02-15,112.46,18648221,AMGN
2022-02-16,101.66,11588668,AMGN
2022-02-17,119.94,14291187,AMGN
2022-02-18,112.64,17492030,AMGN
2022-02-19,124.08,13952397,AMGN
2022-02-20,115.3,16429772,AMGN
2022-02-21,115.85,10614242,AMGN
2022-02-22,112.62,18815612,AMGN
2022-02-23,109.69,14953390,AMGN
2022-02-24,112.91,16644018,AMGN
2022-02-25,119.82,17799613,AMGN
2022-02-26,107.13,13808458,AMGN
2022-02-27,110.99,14543574,AMGN
2022-02-28,110.13,14354599,AMGN
2022-03-01,105.58,10196168,AMGN
2022-03-02,112.21,13077975,AMGN
2022-03-03,113.63,17902637,AMGN
2022-03-04,119.74,16547610,AMGN
2022-03-05,123.55,14054845,AMGN
2022-03-06,114.33,11663870,AMGN
2022-03-07,113.73,16504169,AMGN
2022-03-08,121.35,11668221,AMGN
2022-03-09,111.06,16040713,AMGN
2022-03-10,113.85,15235997,AMGN
2022-03-11,125.13,15207962,AMGN
2022-03-12,122.66,11435989,AMGN
2022-03-13,114.55,14126141,AMGN
2022-03-14,112.24,12356893,AMGN
2022-03-15,105.98,17216363,AMGN
2022-03-16,128.13,10270268,AMGN
2022-03-17,117.48,12343915,AMGN
2022-03-18,118.13,16432950,AMGN
2022-03-19,112.08,19671997,AMGN
2022-03-20,118.96,18938131,AMGN
2022-03-21,111.87,10674814,AMGN
2022-03-22,110.96,19856354,AMGN
2022-03-23,105.02,13639167,AMGN
2022-03-24,114.9,11578137,AMGN
2022-03-25,131.61,11744802,AMGN
2022-03-26,123.72,10039280,AMGN
2022-03-27,116.88,14945547,AMGN
2022-03-28,122.06,10283107,AMGN
2022-03-29,117.3,19333512,AMGN
2022-03-30,122.98,14420829,AMGN
2022-03-31,101.86,13943326,AMGN
2022-04-01,112.64,14340938,AMGN
2022-04-02,105.47,15354707,AMGN
2022-04-03,112.05,11220643,AMGN
2022-04-04,110.53,14294795,AMGN
2022-04-05,105.84,10068173,AMGN
2022-04-06,120.61,13245259,AMGN
2022-04-07,120.92,13904380,AMGN
2022-04-08,124.13,14638940,AMGN
2022-04-09,107.1,16859083,AMGN
2022-04-10,112.14,17858435,AMGN
2022-04-11,105.51,19695243,AMGN
2022-04-12,101.76,18923865,AMGN
2022-04-13,123.18,16267887,AMGN
2022-04-14,104.02,19405628,AMGN
2022-04-15,107.1,14185851,AMGN
2022-04-16,119.62,15509319,AMGN
2022-04-17,110.84,10329802,AMGN
2022-04-18,113.01,17953159,AMGN
2022-04-19,108.1,11476922,AMGN
2022-04-20,116.76,18858562,AMGN
2022-04-21,104.6,11691838,AMGN
2022-04-22,112.24,19752525,AMGN
2022-04-23,120.79,18083024,AMGN
2022-04-24,112.65,16366469,AMGN
2022-04-25,123.41,14070043,AMGN
2022-04-26,119.48,14643805,AMGN
2022-04-27,119.99,18634313,AMGN
2022-04-28,111.84,12322132,AMGN
2022-04-29,104.02,12493943,AMGN
2022-04-30,122.06,17367533,AMGN
2022-05-01,114.15,10550884,AMGN
2022-05-02,107.74,19554461,AMGN
2022-05-03,109.82,14936033,AMGN
2022-05-04,118.86,16392414,AMGN
2022-05-05,113.99,17936063,AMGN
2022-05-06,120.66,19563293,AMGN
2022-05-07,103.24,14987037,AMGN
2022-05-08,114.45,14531044,AMGN
2022-05-09,108.03,11674991,AMGN
2022-05-10,113.12,17707229,AMGN
2022-05-11,102.59,17305598,AMGN
2022-05-12,120.67,15227235,AMGN
2022-05-13,109.13,12071055,AMGN
2022-05-14,118.01,12167479,AMGN
2022-05-15,107.41,19126883,AMGN
2022-05-16,114.68,15766066,AMGN
2022-05-17,105.94,18310157,AMGN
2022-05-18,121.69,13618991,AMGN
2022-05-19,124.04,11239789,AMGN
2022-05-20,131.14,10657563,AMGN
2022-05-21,114.31,15836210,AMGN
2022-05-22,126.26,12058606,AMGN
2022-05-23,108.14,15253027,AMGN
2022-05-24,103.87,13890455,AMGN
2022-05-25,108.1,13240853,AMGN
2022-05-26,120.97,15705374,AMGN
2022-05-27,124.1,13650954,AMGN
2022-05-28,120.2,12493070,AMGN
2022-05-29,113.03,11317173,AMGN
2022-05-30,119.34,18731234,AMGN
2022-05-31,112.31,18774176,AMGN
2022-06-01,111.68,16677893,AMGN
2022-06-02,110.88,15099175,AMGN
2022-06-03,105.71,16143109,AMGN
2022-06-04,118.87,12842359,AMGN
2022-06-05,117.58,12873022,AMGN
2022-06-06,116.95,18110471,AMGN
2022-06-07,110.23,12423666,AMGN
2022-06-08,108.9,11254232,AMGN
2022-06-09,109.87,16552315,AMGN
2022-06-10,106.98,12317487,AMGN
2022-06-11,120.59,19027076,AMGN
2022-06-12,126.57,13588978,AMGN
2022-06-13,105.56,17238183,AMGN
2022-06-14,113.11,10476339,AMGN
2022-06-15,126.66,11728204,AMGN
2022-06-16,120.65,13850965,AMGN
2022-06-17,119.87,12536511,AMGN
2022-06-18,111.52,12174851,AMGN
2022-06-19,113.15,15646765,AMGN
2022-06-20,118.95,17665728,AMGN
2022-06-21,114.31,17928862,AMGN
2022-06-22,113.32,16671734,AMGN
2022-06-23,120.72,13441535,AMGN
2022-06-24,120.51,17653165,AMGN
2022-06-25,106.42,13540562,AMGN
2022-06-26,105.45,15460769,AMGN
2022-06-27,124.6,10829802,AMGN
2022-06-28,108.85,17000886,AMGN
2022-06-29,102.17,18120799,AMGN
2022-06-30,103.77,15626288,AMGN
2022-07-01,106.72,17040696,AMGN
2022-07-02,110.08,17531343,AMGN
2022-07-03,113.06,11251567,AMGN
2022-07-04,113.43,14326030,AMGN
2022-07-05,124.61,17976787,AMGN
2022-07-06,114.63,16639679,AMGN
2022-07-07,108.72,18573443,AMGN
2022-07-08,116.84,10767267,AMGN
2022-07-09,124.02,11475928,AMGN
2022-07-10,102.42,14599649,AMGN
2022-07-11,115.9,17394011,AMGN
2022-07-12,133.95,18540360,AMGN
2022-07-13,101.68,13622235,AMGN
2022-07-14,122.94,18750564,AMGN
2022-07-15,118.04,14732752,AMGN
2022-07-16,104.3,10973015,AMGN
2022-07-17,121.12,15465323,AMGN
2022-07-18,117.84,12345629,AMGN
2022-07-19,127.97,18426328,AMGN
2022-07-20,115.98,13328548,AMGN
2022-07-21,119.77,19934267,AMGN
2022-07-22,102.34,14038575,AMGN
2022-07-23,127.06,13040921,AMGN
2022-07-24,116.46,10317045,AMGN
2022-07-25,113.9,12464190,AMGN
2022-07-26,115.33,17227881,AMGN
2022-07-27,106.99,15680036,AMGN
2022-07-28,114.72,16123009,AMGN
2022-07-29,120.64,10454267,AMGN
2022-07-30,105.84,18596634,AMGN
2022-07-31,105.11,11803242,AMGN
2022-08-01,126.75,19391009,AMGN
2022-08-02,106.54,16064066,AMGN
2022-08-03,110.06,13353301,AMGN
2022-08-04,114.27,16326382,AMGN
2022-08-05,120.09,14949173,AMGN
2022-08-06,103.64,11562378,AMGN
2022-08-07,109.9,13120302,AMGN
2022-08-08,107.24,18097606,AMGN
2022-08-09,114.37,16936009,AMGN
2022-08-10,113.14,18568250,AMGN
2022-08-11,109.45,12480289,AMGN
2022-08-12,132.13,14253013,AMGN
2022-08-13,118.06,16462350,AMGN
2022-08-14,103.34,11487714,AMGN
2022-08-15,113.4,17430531,AMGN
2022-08-16,121.71,19591406,AMGN
2022-08-17,119.34,13834294,AMGN
2022-08-18,112.29,15285786,AMGN
2022-08-19,113.98,15718064,AMGN
2022-08-20,125.13,13188924,AMGN
2022-08-21,105.24,15072221,AMGN
2022-08-22,114.36,12704029,AMGN
2022-08-23,103.93,14302874,AMGN
2022-08-24,118.73,15585039,AMGN
2022-08-25,120.39,10799378,AMGN
2022-08-26,114.55,16793308,AMGN
2022-08-27,115.08,19818424,AMGN
2022-08-28,102.63,14125976,AMGN
2022-08-29,117.38,19439749,AMGN
2022-08-30,113.58,16774103,AMGN
2022-08-31,103.05,12279944,AMGN
2022-09-01,125.15,11353599,AMGN
2022-09-02,116.2,11497857,AMGN
2022-09-03,123.29,10203012,AMGN
2022-09-04,116.69,11945694,AMGN
2022-09-05,113.62,18501609,AMGN
2022-09-06,116.78,10546497,AMGN
2022-09-07,116.7,14559189,AMGN
2022-09-08,116.59,14136487,AMGN
2022-09-09,113.43,18766903,AMGN
2022-09-10,116.57,18679811,AMGN
2022-09-11,106.54,10189890,AMGN
2022-09-12,119.04,10535350,AMGN
2022-09-13,101.69,10718138,AMGN
2022-09-14,102.48,19271670,AMGN
2022-09-15,114.93,10474964,AMGN
2022-09-16,106.26,10822318,AMGN
2022-09-17,109.2,14283077,AMGN
2022-09-18,112.66,12201900,AMGN
2022-09-19,118.31,12210312,AMGN
2022-09-20,123.33,12343385,AMGN
2022-09-21,110.42,10021967,AMGN
2022-09-22,104.76,18500047,AMGN
2022-09-23,105.97,14938115,AMGN
2022-09-24,119.42,19490635,AMGN
2022-09-25,119.0,17410204,AMGN
2022-09-26,108.39,11395826,AMGN
2022-09-27,117.09,16102402,AMGN
2022-09-28,115.16,13281632,AMGN
2022-09-29,104.54,10210044,AMGN
2022-09-30,115.23,15486279,AMGN
2022-10-01,115.67,10711610,AMGN
2022-10-02,116.37,15419948,AMGN
2022-10-03,117.96,14700448,AMGN
2022-10-04,117.17,13046024,AMGN
2022-10-05,107.45,18830168,AMGN
2022-10-06,109.29,10280464,AMGN
2022-10-07,103.53,18982666,AMGN
2022-10-08,105.44,19708038,AMGN
2022-10-09,104.74,15171643,AMGN
2022-10-10,112.3,11883632,AMGN
2022-10-11,110.52,16797538,AMGN
2022-10-12,111.57,12531969,AMGN
2022-10-13,126.41,18626454,AMGN
2022-10-14,120.52,18389777,AMGN
2022-10-15,104.21,12964334,AMGN
2022-10-16,118.0,15013691,AMGN
2022-10-17,114.76,18109563,AMGN
2022-10-18,121.25,10629475,AMGN
2022-10-19,120.22,11170146,AMGN
2022-10-20,128.26,16894899,AMGN
2022-10-21,116.0,13690734,AMGN
2022-10-22,110.44,11360698,AMGN
2022-10-23,113.88,17117529,AMGN
2022-10-24,117.82,11849446,AMGN
2022-10-25,125.06,18655332,AMGN
2022-10-26,108.45,16683218,AMGN
2022-10-27,109.09,16104936,AMGN
2022-10-28,130.35,12926355,AMGN
2022-10-29,117.62,11114022,AMGN
2022-10-30,123.59,15892535,AMGN
2022-10-31,121.04,18281792,AMGN
2022-11-01,114.69,13514793,AMGN
2022-11-02,120.59,15840881,AMGN
2022-11-03,115.53,18089476,AMGN
2022-11-04,117.31,18199237,AMGN
2022-11-05,101.59,17189123,AMGN
2022-11-06,105.64,15054493,AMGN
2022-11-07,111.49,11401016,AMGN
2022-11-08,112.99,17432780,AMGN
2022-11-09,122.27,10668032,AMGN
2022-11-10,113.61,19680295,AMGN
2022-11-11,120.25,11358635,AMGN
2022-11-12,121.34,12506056,AMGN
2022-11-13,111.64,13197920,AMGN
2022-11-14,106.82,15415152,AMGN
2022-11-15,119.16,16274127,AMGN
2022-11-16,105.76,16122930,AMGN
2022-11-17,114.26,10477808,AMGN
2022-11-18,112.12,10590753,AMGN
2022-11-19,104.86,10386886,AMGN
2022-11-20,118.11,11183676,AMGN
2022-11-21,102.58,18990956,AMGN
2022-11-22,119.55,10589819,AMGN
2022-11-23,119.12,14296786,AMGN
2022-11-24,116.06,19778645,AMGN
2022-11-25,117.15,12060327,AMGN
2022-11-26,114.98,11433177,AMGN
2022-11-27,122.21,14338033,AMGN
2022-11-28,121.51,10020147,AMGN
2022-11-29,129.37,12555521,AMGN
2022-11-30,101.34,19723395,AMGN
2022-12-01,101.68,13999382,AMGN
2022-12-02,105.85,15283081,AMGN
2022-12-03,120.91,12681127,AMGN
2022-12-04,121.12,16203103,AMGN
2022-12-05,127.64,16895636,AMGN
2022-12-06,108.39,10759935,AMGN
2022-12-07,110.86,12686017,AMGN
2022-12-08,114.57,16406926,AMGN
2022-12-09,119.44,15639146,AMGN
2022-12-10,109.57,14223233,AMGN
2022-12-11,109.38,15346624,AMGN
2022-12-12,117.26,11372704,AMGN
2022-12-13,105.64,19451304,AMGN
2022-12-14,109.87,14911602,AMGN
2022-12-15,132.29,13523258,AMGN
2022-12-16,113.56,11421023,AMGN
2022-12-17,127.37,10027372,AMGN
2022-12-18,120.92,18979173,AMGN
2022-12-19,114.56,17089150,AMGN
2022-12-20,128.39,12118180,AMGN
2022-12-21,112.85,12245233,AMGN
2022-12-22,115.71,13627940,AMGN
2022-12-23,111.74,10589270,AMGN
2022-12-24,126.87,18317504,AMGN
2022-12-25,120.58,13003471,AMGN
2022-12-26,121.84,16574404,AMGN
2022-12-27,108.53,10139291,AMGN
2022-12-28,123.32,18832141,AMGN
2022-12-29,115.75,11745889,AMGN
2022-12-30,116.79,12807706,AMGN
2022-12-31,117.61,15543464,AMGN
2023-01-01,116.2,16066464,AMGN
2023-01-02,113.33,19540741,AMGN
2023-01-03,115.76,18112682,AMGN
2023-01-04,114.53,18597881,AMGN
2023-01-05,119.53,19259690,AMGN
2023-01-06,116.98,18167869,AMGN
2023-01-07,130.32,15491351,AMGN
2023-01-08,109.59,15328535,AMGN
2023-01-09,106.66,14122890,AMGN
2023-01-10,125.62,19829358,AMGN
2023-01-11,123.13,14778554,AMGN
2023-01-12,120.37,12275379,AMGN
2023-01-13,119.28,18870447,AMGN
2023-01-14,123.79,17609534,AMGN
2023-01-15,111.73,18029091,AMGN
2023-01-16,120.19,13847183,AMGN
2023-01-17,125.67,15225369,AMGN
2023-01-18,110.73,10354138,AMGN
2023-01-19,126.5,13951378,AMGN
2023-01-20,114.16,10065682,AMGN
2023-01-21,119.48,13646928,AMGN
2023-01-22,112.27,19157781,AMGN
2023-01-23,118.21,16151767,AMGN
2023-01-24,114.42,15418770,AMGN
2023-01-25,132.45,17020926,AMGN
2023-01-26,110.46,12806293,AMGN
2023-01-27,108.36,17365333,AMGN
2023-01-28,111.79,15210816,AMGN
2023-01-29,116.64,17764681,AMGN
2023-01-30,120.39,16644574,AMGN
2023-01-31,117.8,10521145,AMGN
2023-02-01,112.29,19349035,AMGN
2023-02-02,117.35,17051150,AMGN
2023-02-03,116.41,13903950,AMGN
2023-02-04,112.66,19145864,AMGN
2023-02-05,118.1,19965261,AMGN
2023-02-06,114.29,12460069,AMGN
2023-02-07,121.55,10825265,AMGN
2023-02-08,119.44,13500800,AMGN
2023-02-09,109.25,16633775,AMGN
2023-02-10,128.61,16124108,AMGN
2023-02-11,108.94,14863690,AMGN
2023-02-12,126.88,17380644,AMGN
2023-02-13,118.76,10062605,AMGN
2023-02-14,122.65,11138141,AMGN
2023-02-15,132.55,14187160,AMGN
2023-02-16,120.79,18413977,AMGN
2023-02-17,111.14,18923287,AMGN
2023-02-18,127.17,11970348,AMGN
2023-02-19,122.49,12005873,AMGN
2023-02-20,114.62,16968601,AMGN
2023-02-21,109.23,13898627,AMGN
2023-02-22,123.88,14196398,AMGN
2023-02-23,122.55,14921861,AMGN
2023-02-24,118.56,16889709,AMGN
2023-02-25,112.52,13787344,AMGN
2023-02-26,108.68,19856033,AMGN
2023-02-27,115.67,17158154,AMGN
2023-02-28,123.4,17982816,AMGN
2023-03-01,106.67,15665939,AMGN
2023-03-02,106.34,12553383,AMGN
2023-03-03,107.99,10543230,AMGN
2023-03-04,106.31,17166517,AMGN
2023-03-05,111.37,10379022,AMGN
2023-03-06,113.27,17759794,AMGN
2023-03-07,121.59,15035686,AMGN
2023-03-08,114.99,17964506,AMGN
2023-03-09,118.99,10038263,AMGN
2023-03-10,107.05,14875898,AMGN
2023-03-11,113.35,17522344,AMGN
2023-03-12,108.88,12432413,AMGN
2023-03-13,113.99,11924425,AMGN
2023-03-14,112.73,18291743,AMGN
2023-03-15,119.25,17873712,AMGN
2023-03-16,111.62,11014279,AMGN
2023-03-17,106.95,12502143,AMGN
2023-03-18,107.68,12657026,AMGN
2023-03-19,107.04,18981690,AMGN
2023-03-20,119.61,13639791,AMGN
2023-03-21,105.89,14149616,AMGN
2023-03-22,118.63,17895155,AMGN
2023-03-23,106.21,12330810,AMGN
2023-03-24,106.13,16534864,AMGN
2023-03-25,104.14,12916070,AMGN
2023-03-26,111.82,12739233,AMGN
2023-03-27,108.88,13905071,AMGN
2023-03-28,123.42,18506551,AMGN
2023-03-29,120.0,17267301,AMGN
2023-03-30,125.02,19873493,AMGN
2023-03-31,108.62,17571676,AMGN
2023-04-01,115.33,12364654,AMGN
2023-04-02,119.4,14854450,AMGN
2023-04-03,118.13,15700474,AMGN
2023-04-04,127.9,15349630,AMGN
2023-04-05,103.34,19315766,AMGN
2023-04-06,121.86,13681821,AMGN
2023-04-07,119.98,19750003,AMGN
2023-04-08,117.59,11279972,AMGN
2023-04-09,120.67,13323137,AMGN
2023-04-10,113.07,13496747,AMGN
2023-04-11,106.73,15017590,AMGN
2023-04-12,111.95,12203274,AMGN
2023-04-13,113.58,17884799,AMGN
2023-04-14,128.77,15244689,AMGN
2023-04-15,116.94,18928661,AMGN
2023-04-16,114.57,15850413,AMGN
2023-04-17,105.57,18059447,AMGN
2023-04-18,109.69,13968401,AMGN
2023-04-19,108.26,15188454,AMGN
2023-04-20,116.96,11582143,AMGN
2023-04-21,120.07,11599491,AMGN
2023-04-22,114.92,16352552,AMGN
2023-04-23,118.46,15011775,AMGN
2023-04-24,115.93,13101360,AMGN
2023-04-25,106.64,14183457,AMGN
2023-04-26,108.34,13912896,AMGN
2023-04-27,116.05,10938833,AMGN
2023-04-28,119.5,16861858,AMGN
2023-04-29,116.49,19565084,AMGN
2023-04-30,113.8,13216213,AMGN
2023-05-01,111.79,14756391,AMGN
2023-05-02,129.55,12946437,AMGN
2023-05-03,119.6,10545053,AMGN
2023-05-04,121.59,12525532,AMGN
2023-05-05,114.38,19821394,AMGN
2023-05-06,115.16,17264890,AMGN
2023-05-07,124.58,19078341,AMGN
2023-05-08,104.9,16370795,AMGN
2023-05-09,115.7,14656518,AMGN
2023-05-10,113.55,19863491,AMGN
2023-05-11,123.96,16151985,AMGN
2023-05-12,101.61,18467435,AMGN
2023-05-13,119.87,19209246,AMGN
2023-05-14,109.37,16814506,AMGN
2023-05-15,114.17,14199855,AMGN
2023-05-16,117.06,10325093,AMGN
2023-05-17,111.45,15410821,AMGN
2023-05-18,121.26,15582308,AMGN
2023-05-19,106.38,14205212,AMGN
2023-05-20,107.87,13376655,AMGN
2023-05-21,129.47,16634921,AMGN
2023-05-22,115.15,11663522,AMGN
2023-05-23,118.36,18937789,AMGN
2023-05-24,116.61,13166566,AMGN
2023-05-25,115.86,16727457,AMGN
2023-05-26,103.29,11959726,AMGN
2023-05-27,105.3,17915567,AMGN
2023-05-28,117.73,16627241,AMGN
2023-05-29,107.76,16450887,AMGN
2023-05-30,118.46,19150410,AMGN
2023-05-31,115.57,10139680,AMGN
2023-06-01,103.84,15306782,AMGN
2023-06-02,124.39,11279152,AMGN
2023-06-03,120.91,13703449,AMGN
2023-06-04,118.13,13306465,AMGN
2023-06-05,109.19,17254734,AMGN
2023-06-06,120.11,13975680,AMGN
2023-06-07,104.88,18223360,AMGN
2023-06-08,105.73,10492971,AMGN
2023-06-09,112.85,15329686,AMGN
2023-06-10,115.14,16803309,AMGN
2023-06-11,107.56,14756808,AMGN
2023-06-12,121.11,17738555,AMGN
2023-06-13,120.85,13505110,AMGN
2023-06-14,119.89,19793124,AMGN
2023-06-15,112.25,12339569,AMGN
2023-06-16,103.0,16595358,AMGN
2023-06-17,106.13,11917754,AMGN
2023-06-18,115.05,14934139,AMGN
2023-06-19,118.24,17790652,AMGN
2023-06-20,110.65,11058261,AMGN
2023-06-21,118.51,16886336,AMGN
2023-06-22,131.86,16188216,AMGN
2023-06-23,119.49,10209671,AMGN
2023-06-24,115.86,13369547,AMGN
2023-06-25,117.65,19242639,AMGN
2023-06-26,114.72,13370647,AMGN
2023-06-27,113.06,18680442,AMGN
2023-06-28,105.84,15298024,AMGN
2023-06-29,121.2,18480430,AMGN
2023-06-30,124.93,16477855,AMGN
2023-07-01,110.77,12743911,AMGN
2023-07-02,109.87,18580566,AMGN
2023-07-03,114.2,12117569,AMGN
2023-07-04,109.25,18095190,AMGN
2023-07-05,126.47,11840484,AMGN
2023-07-06,120.95,15125997,AMGN
2023-07-07,129.74,10050592,AMGN
2023-07-08,103.98,13658696,AMGN
2023-07-09,117.22,10074863,AMGN
2023-07-10,111.77,14145292,AMGN
2023-07-11,114.08,17169282,AMGN
2023-07-12,111.1,11525958,AMGN
2023-07-13,116.86,17814792,AMGN
2023-07-14,109.8,19902716,AMGN
2023-07-15,108.41,17548583,AMGN
2023-07-16,112.76,17244470,AMGN
2023-07-17,108.62,12130320,AMGN
2023-07-18,108.23,11137329,AMGN
2023-07-19,122.55,10113094,AMGN
2023-07-20,119.14,16786865,AMGN
2023-07-21,109.38,10070523,AMGN
2023-07-22,107.12,10961240,AMGN
2023-07-23,115.93,17208190,AMGN
2023-07-24,124.93,18966474,AMGN
2023-07-25,121.04,19808948,AMGN
2023-07-26,106.85,10481834,AMGN
2023-07-27,108.1,14976444,AMGN
2023-07-28,123.12,18483154,AMGN
2023-07-29,109.81,14745101,AMGN
2023-07-30,109.66,17208528,AMGN
2023-07-31,107.79,14926330,AMGN
2023-08-01,116.93,18865547,AMGN
2023-08-02,123.15,11285289,AMGN
2023-08-03,103.89,19220064,AMGN
2023-08-04,108.21,11284847,AMGN
2023-08-05,107.33,17680661,AMGN
2023-08-06,105.49,16149469,AMGN
2023-08-07,124.65,15614294,AMGN
2023-08-08,119.6,15836377,AMGN
2023-08-09,100.86,15324876,AMGN
2023-08-10,120.65,15291014,AMGN
2023-08-11,115.51,10574704,AMGN
2023-08-12,122.15,11309832,AMGN
2023-08-13,132.78,16810085,AMGN
2023-08-14,126.99,13528537,AMGN
2023-08-15,126.29,18412701,AMGN
2023-08-16,128.68,10460422,AMGN
2023-08-17,114.08,17544479,AMGN
2023-08-18,108.24,18790405,AMGN
2023-08-19,114.55,14113426,AMGN
2023-08-20,110.57,11479584,AMGN
2023-08-21,122.23,15067750,AMGN
2023-08-22,115.36,15627670,AMGN
2023-08-23,120.85,16168965,AMGN
2023-08-24,125.8,10339188,AMGN
2023-08-25,113.16,18556333,AMGN
2023-08-26,110.9,12520805,AMGN
2023-08-27,106.32,11615211,AMGN
2023-08-28,113.27,13544222,AMGN
2023-08-29,121.71,14789093,AMGN
2023-08-30,111.69,10541882,AMGN
2023-08-31,124.52,18563540,AMGN
2023-09-01,119.04,18873901,AMGN
2023-09-02,111.23,16847931,AMGN
2023-09-03,104.59,16089669,AMGN
2023-09-04,116.5,13633058,AMGN
2023-09-05,116.14,11144209,AMGN
2023-09-06,111.6,15276482,AMGN
2023-09-07,113.73,11766332,AMGN
2023-09-08,124.12,17024906,AMGN
2023-09-09,108.63,10290155,AMGN
2023-09-10,124.86,12430821,AMGN
2023-09-11,112.7,11801049,AMGN
2023-09-12,122.14,19348997,AMGN
2023-09-13,105.72,17776587,AMGN
2023-09-14,102.06,15411577,AMGN
2023-09-15,117.97,13923880,AMGN
2023-09-16,125.28,19240997,AMGN
2023-09-17,111.48,14320524,AMGN
2023-09-18,104.4,14650629,AMGN
2023-09-19,117.36,10655328,AMGN
2023-09-20,107.27,18939032,AMGN
2023-09-21,114.17,13695344,AMGN
2023-09-22,118.39,10575948,AMGN
2023-09-23,116.73,17684147,AMGN
2023-09-24,122.57,11151635,AMGN
2023-09-25,122.31,18121181,AMGN
2023-09-26,123.67,12734287,AMGN
2023-09-27,122.19,11137447,AMGN
2023-09-28,108.91,10251903,AMGN
2023-09-29,110.25,15483926,AMGN
2023-09-30,110.9,16141976,AMGN
2023-10-01,105.44,13641597,AMGN
2023-10-02,102.1,11389456,AMGN
2023-10-03,124.19,17339527,AMGN
2023-10-04,106.92,18868179,AMGN
2023-10-05,118.76,18638968,AMGN
2023-10-06,108.77,10429056,AMGN
2023-10-07,111.3,19804590,AMGN
2023-10-08,110.24,12953490,AMGN
2023-10-09,103.68,18391710,AMGN
2023-10-10,103.61,15202507,AMGN
2023-10-11,119.66,16672707,AMGN
2023-10-12,114.67,19513670,AMGN
2023-10-13,108.4,13108746,AMGN
2023-10-14,116.0,18780510,AMGN
2023-10-15,124.91,17569766,AMGN
2023-10-16,116.26,11062601,AMGN
2023-10-17,111.33,11596715,AMGN
2023-10-18,108.53,14735401,AMGN
2023-10-19,124.34,13803795,AMGN
2023-10-20,109.26,10989193,AMGN
2023-10-21,115.41,10639762,AMGN
2023-10-22,112.7,10554500,AMGN
2023-10-23,123.61,17724018,AMGN
2023-10-24,107.89,15976230,AMGN
2023-10-25,123.73,16556447,AMGN
2023-10-26,119.77,11122174,AMGN
